Country,Province,City,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
US,South Carolina,Abbeville,-82.46170658,34.22333378,6,0,0,4/2/20 23:25
US,Louisiana,Acadia,-92.41419698,30.295064899999996,61,1,0,4/2/20 23:25
US,Virginia,Accomack,-75.63234615,37.76707161,10,0,0,4/2/20 23:25
US,Idaho,Ada,-116.24155159999998,43.4526575,312,3,0,4/2/20 23:25
US,Iowa,Adair,-94.47105874,41.33075609,1,0,0,4/2/20 23:25
US,Missouri,Adair,-92.60078167,40.19058551,6,0,0,4/2/20 23:25
US,Oklahoma,Adair,-94.65859267,35.88494195,9,0,0,4/2/20 23:25
US,Colorado,Adams,-104.3362578,39.87432092,212,2,0,4/2/20 23:25
US,Idaho,Adams,-116.4545247,44.89333571,1,0,0,4/2/20 23:25
US,Illinois,Adams,-91.18786813,39.98815591,2,0,0,4/2/20 23:25
US,Indiana,Adams,-84.93671406,40.7457653,1,0,0,4/2/20 23:25
US,Mississippi,Adams,-91.35326037,31.47669768,14,0,0,4/2/20 23:25
US,Nebraska,Adams,-98.50117804,40.52449420000001,6,0,0,4/2/20 23:25
US,Pennsylvania,Adams,-77.21610347,39.87140411,18,0,0,4/2/20 23:25
US,Washington,Adams,-118.56017340000001,46.98299757,20,0,0,4/2/20 23:25
US,Wisconsin,Adams,-89.76782777,43.96974651,1,0,0,4/2/20 23:25
US,Vermont,Addison,-73.14130877,44.03217337,26,0,0,4/2/20 23:25
US,South Carolina,Aiken,-81.63645384,33.54338026,22,1,0,4/2/20 23:25
US,Florida,Alachua,-82.35928158,29.67866525,95,0,0,4/2/20 23:25
US,North Carolina,Alamance,-79.39976137,36.0434701,13,0,0,4/2/20 23:25
US,California,Alameda,-121.8929271,37.64629437,359,8,0,4/2/20 23:25
US,Colorado,Alamosa,-105.7885451,37.57250606,4,0,0,4/2/20 23:25
US,New York,Albany,-73.97723916,42.60060306,253,2,0,4/2/20 23:25
US,Wyoming,Albany,-105.72354150000001,41.65498705,3,0,0,4/2/20 23:25
US,Virginia,Albemarle,-78.55481085,38.02080697,23,0,0,4/2/20 23:25
US,Mississippi,Alcorn,-88.57996173,34.88084463,3,0,0,4/2/20 23:25
US,North Carolina,Alexander,-81.17751948,35.922379600000006,2,0,0,4/2/20 23:25
US,Virginia,Alexandria,-77.08183073,38.814003,33,0,0,4/2/20 23:25
US,Iowa,Allamakee,-91.37860922,43.28383218,15,1,0,4/2/20 23:25
US,Michigan,Allegan,-85.89102866,42.59147037,5,0,0,4/2/20 23:25
US,Maryland,Allegany,-78.69280486,39.62357628,1,0,0,4/2/20 23:25
US,New York,Allegany,-78.02750466,42.25748406,12,1,0,4/2/20 23:25
US,North Carolina,Alleghany,-81.12857041,36.49360862,2,0,0,4/2/20 23:25
US,Virginia,Alleghany,-80.00222498,37.78636074,2,0,0,4/2/20 23:25
US,Pennsylvania,Allegheny,-79.98167747,40.46809875,419,2,0,4/2/20 23:25
US,Indiana,Allen,-85.06800636,41.09194313,46,2,0,4/2/20 23:25
US,Kentucky,Allen,-86.19457544,36.75197631,2,0,0,4/2/20 23:25
US,Louisiana,Allen,-92.82442028,30.65385745,26,3,0,4/2/20 23:25
US,Ohio,Allen,-84.10802343,40.77285242,10,0,0,4/2/20 23:25
US,South Carolina,Allendale,-81.35321066,32.98837386,1,0,0,4/2/20 23:25
US,California,Alpine,-119.82235940000001,38.59678594,1,0,0,4/2/20 23:25
US,California,Amador,-120.65696000000001,38.44583082,3,0,0,4/2/20 23:25
US,Virginia,Amelia,-77.98584649,37.34081025,4,0,0,4/2/20 23:25
US,Virginia,Amherst,-79.14548696,37.60308293,6,0,0,4/2/20 23:25
US,Mississippi,Amite,-90.80501621,31.17467303,4,1,0,4/2/20 23:25
US,Alaska,Anchorage,-149.14269860000002,61.14998174,67,1,0,4/2/20 23:25
US,Kansas,Anderson,-95.29272815,38.21413251,1,0,0,4/2/20 23:25
US,Kentucky,Anderson,-84.99171713,38.00671029,2,1,0,4/2/20 23:25
US,South Carolina,Anderson,-82.63959517,34.51828081,57,3,0,4/2/20 23:25
US,Tennessee,Anderson,-84.19965764,36.12684348,10,0,0,4/2/20 23:25
US,Texas,Anderson,-95.65354823,31.81534745,1,0,0,4/2/20 23:25
US,Texas,Andrews,-102.63765479999999,32.30468633,0,0,0,4/2/20 23:25
US,Maine,Androscoggin,-70.20380627,44.1664747,12,0,0,4/2/20 23:25
US,Texas,Angelina,-94.60901487,31.25457347,5,0,0,4/2/20 23:25
US,Maryland,Anne Arundel,-76.60329337,39.00670238,206,3,0,4/2/20 23:25
US,Minnesota,Anoka,-93.24604565,45.27476015,30,0,0,4/2/20 23:25
US,North Carolina,Anson,-80.09953279,34.97403241,1,0,0,4/2/20 23:25
US,Nebraska,Antelope,-98.06662829999999,42.17695516,1,0,0,4/2/20 23:25
US,Michigan,Antrim,-85.15503082,44.99690221,4,0,0,4/2/20 23:25
US,Arizona,Apache,-109.4892383,35.39465006,35,0,0,4/2/20 23:25
US,Iowa,Appanoose,-92.86865906,40.74324454,1,0,0,4/2/20 23:25
US,Georgia,Appling,-82.28909114,31.74847232,3,0,0,4/2/20 23:25
US,Texas,Aransas,-96.9995047,28.10556197,0,0,0,4/2/20 23:25
US,Colorado,Arapahoe,-104.3353617,39.64977461,381,7,0,4/2/20 23:25
US,Colorado,Archuleta,-107.04768670000001,37.19474156,1,0,0,4/2/20 23:25
US,Michigan,Arenac,-83.89277559,44.0636262,1,0,0,4/2/20 23:25
US,Arkansas,Arkansas,-91.37277296,34.29145151,1,0,0,4/2/20 23:25
US,Virginia,Arlington,-77.10139853,38.8767675,128,2,0,4/2/20 23:25
US,Pennsylvania,Armstrong,-79.46290811,40.81665618,7,0,0,4/2/20 23:25
US,Louisiana,Ascension,-90.91328409999998,30.20406249,201,7,0,4/2/20 23:25
US,Ohio,Ashland,-82.27280781,40.84772277,3,0,0,4/2/20 23:25
US,Wisconsin,Ashland,-90.67837132,46.31956891,1,0,0,4/2/20 23:25
US,Arkansas,Ashley,-91.76984709999999,33.19153461,1,0,0,4/2/20 23:25
